onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,phrase_id,phrase_begin,chorus_id,chord,form,idea
58.5632653061,0.10612244898,4,2,44,2,1,0.292857142857,"""4/4""",65,11,0,2,Ab7,A2,line_w
58.6897959184,0.118367346939,4,2,44,2,2,0.292857142857,"""4/4""",61,11,0,2,Ab7,A2,line_w
58.8163265306,0.171428571429,4,6,44,3,1,0.285714285714,"""4/4""",58,11,0,2,Ab7,A2,line_w
59.0244897959,0.0489795918367,4,6,44,3,5,0.285714285714,"""4/4""",55,11,0,2,Ab7,A2,line_w
59.0734693878,0.216326530612,4,6,44,3,6,0.285714285714,"""4/4""",63,11,0,2,Ab7,A2,line_w
59.3959183673,0.151020408163,4,2,45,1,1,0.291836734694,"""4/4""",60,11,0,2,Dbo7,A2,line_w
59.5469387755,0.167346938776,4,2,45,1,2,0.291836734694,"""4/4""",63,11,0,2,Dbo7,A2,line_w
59.7142857143,0.142857142857,4,2,45,2,1,0.291836734694,"""4/4""",60,11,0,2,Dbo7,A2,line_w
59.8571428571,0.118367346939,4,2,45,2,2,0.291836734694,"""4/4""",58,11,0,2,Dbo7,A2,line_w
59.9795918367,0.163265306122,4,3,45,3,1,0.281632653061,"""4/4""",56,11,0,2,Dbo7,A2,line_w
60.1673469388,0.102040816327,4,3,45,3,3,0.281632653061,"""4/4""",58,11,0,2,Dbo7,A2,line_w
60.2693877551,0.175510204082,4,3,45,4,1,0.281632653061,"""4/4""",60,11,0,2,Dbo7,A2,line_w
60.4448979592,0.114285714286,4,3,45,4,3,0.281632653061,"""4/4""",63,11,0,2,Dbo7,A2,line_w
60.5959183673,0.134693877551,4,4,46,1,2,0.289795918367,"""4/4""",68,11,0,2,Db6,A2,~lick
60.7632653061,0.102040816327,4,4,46,1,4,0.289795918367,"""4/4""",68,11,0,2,Db6,A2,~lick
60.9102040816,0.0979591836735,4,4,46,2,2,0.289795918367,"""4/4""",67,11,0,2,Db6,A2,~lick
61.0489795918,0.0938775510204,4,4,46,2,4,0.289795918367,"""4/4""",67,11,0,2,Db6,A2,~lick
61.2081632653,0.0816326530612,4,3,46,3,2,0.304081632653,"""4/4""",66,11,0,2,Db6,A2,~lick
61.3265306122,0.10612244898,4,3,46,3,3,0.304081632653,"""4/4""",66,11,0,2,Db6,A2,~lick
61.4816326531,0.0857142857143,4,2,46,4,1,0.304081632653,"""4/4""",65,11,0,2,Db6,A2,~lick
61.5836734694,0.110204081633,4,2,46,4,2,0.304081632653,"""4/4""",65,11,0,2,Db6,A2,~lick
61.7306122449,0.130612244898,4,2,47,1,1,0.307154195011,"""4/4""",63,11,0,2,Ab-7,A2,~lick
61.8816326531,0.138775510204,4,2,47,1,2,0.307154195011,"""4/4""",63,11,0,2,Ab-7,A2,~lick
62.0408163265,0.142857142857,4,2,47,2,1,0.307154195011,"""4/4""",58,11,0,2,Ab-7,A2,~lick
62.1959183673,0.130612244898,4,2,47,2,2,0.307154195011,"""4/4""",58,11,0,2,Ab-7,A2,~lick
62.3428571429,0.273469387755,4,1,47,3,1,0.283911564626,"""4/4""",61,11,0,2,Ab-7,A2,~lick
63.0857142857,0.126530612245,4,2,48,1,2,0.297414965986,"""4/4""",58,12,1,2,Db7,A2,lick
63.2571428571,0.0530612244898,4,4,48,2,2,0.297414965986,"""4/4""",63,12,0,2,Db7,A2,lick
63.3165986395,0.0638548752834,4,4,48,2,3,0.297414965986,"""4/4""",65,12,0,2,Db7,A2,lick
63.3836734694,0.102040816327,4,4,48,2,4,0.297414965986,"""4/4""",70,12,0,2,Db7,A2,lick
63.4897959184,0.29387755102,4,1,48,3,1,0.282947845805,"""4/4""",68,12,0,2,Db7,A2,lick
63.8040816327,0.191836734694,4,1,48,4,1,0.282947845805,"""4/4""",70,12,0,2,Db7,A2,lick
64.0816326531,0.142857142857,4,1,49,1,1,0.291836734694,"""4/4""",65,12,0,2,Gm7b5,B1,lick
64.3836734694,0.187755102041,4,1,49,2,1,0.291836734694,"""4/4""",61,12,0,2,Gm7b5,B1,lick
64.7102040816,0.167346938776,4,4,49,3,2,0.297959183673,"""4/4""",63,12,0,2,Gm7b5,B1,lick
64.8979591837,0.0612244897959,4,4,49,3,4,0.297959183673,"""4/4""",65,12,0,2,Gm7b5,B1,lick
65.3177324263,0.0938775510204,4,1,50,1,1,0.297959183673,"""4/4""",65,12,0,2,C79b,B1,lick
65.5714285714,0.118367346939,4,1,50,2,1,0.297959183673,"""4/4""",62,12,0,2,C79b,B1,lick
65.8734693878,0.163265306122,4,1,50,3,1,0.30820861678,"""4/4""",64,12,0,2,C79b,B1,lick
66.506122449,0.175510204082,4,2,51,1,1,0.310566893424,"""4/4""",64,12,0,2,Fj7,B1,##lick
66.6979591837,0.0612244897959,4,2,51,1,2,0.310566893424,"""4/4""",55,12,0,2,Fj7,B1,##lick
66.7959183673,0.179591836735,4,3,51,2,1,0.310566893424,"""4/4""",60,12,0,2,Fj7,B1,##lick
66.9959183673,0.0489795918367,4,3,51,2,3,0.310566893424,"""4/4""",55,12,0,2,Fj7,B1,##lick
67.0693877551,0.175510204082,4,3,51,3,1,0.295464852608,"""4/4""",62,12,0,2,Fj7,B1,##lick
67.2734693878,0.0816326530612,4,3,51,3,3,0.295464852608,"""4/4""",64,12,0,2,Fj7,B1,##lick
67.6857142857,0.142857142857,4,2,52,1,1,0.300770975057,"""4/4""",64,12,0,2,Fj7,B1,lick
67.8448979592,0.122448979592,4,2,52,1,2,0.300770975057,"""4/4""",60,12,0,2,Fj7,B1,lick
67.9836734694,0.142857142857,4,2,52,2,1,0.300770975057,"""4/4""",62,12,0,2,Fj7,B1,lick
68.1469387755,0.126530612245,4,2,52,2,2,0.300770975057,"""4/4""",64,12,0,2,Fj7,B1,lick
68.5755102041,0.183673469388,4,1,52,4,1,0.288083900227,"""4/4""",64,12,0,2,Fj7,B1,lick
68.8285714286,0.208163265306,4,6,53,1,1,0.299183673469,"""4/4""",68,12,0,2,Fj7,B1,lick
69.1183673469,0.179591836735,4,6,53,1,6,0.299183673469,"""4/4""",64,12,0,2,Abm7b5,B1,lick
69.3510204082,0.0571428571429,4,6,53,2,5,0.299183673469,"""4/4""",59,12,0,2,Abm7b5,B1,lick
69.412244898,0.179591836735,4,6,53,2,6,0.299183673469,"""4/4""",66,12,0,2,Abm7b5,B1,lick
69.6285714286,0.0938775510204,4,2,53,3,2,0.275272108844,"""4/4""",68,12,0,2,Abm7b5,B1,lick
70.0204081633,0.163265306122,4,3,54,1,1,0.292879818594,"""4/4""",71,12,0,2,Db79b,B1,lick
70.2081632653,0.0734693877551,4,3,54,1,3,0.292879818594,"""4/4""",68,12,0,2,Db79b,B1,lick
70.293877551,0.167346938776,4,2,54,2,1,0.292879818594,"""4/4""",69,12,0,2,Db79b,B1,lick
70.4775510204,0.130612244898,4,2,54,2,2,0.292879818594,"""4/4""",71,12,0,2,Db79b,B1,lick
70.787755102,0.0979591836735,4,2,54,3,2,0.291655328798,"""4/4""",69,12,0,2,Db79b,B1,lick
71.0285714286,0.0897959183673,4,2,54,4,2,0.291655328798,"""4/4""",68,12,0,2,Db79b,B1,lick
71.2489795918,0.138775510204,4,4,55,1,2,0.287777777778,"""4/4""",64,12,0,2,Gb-7,B1,#-lick
71.412244898,0.065306122449,4,4,55,1,4,0.287777777778,"""4/4""",66,12,0,2,Gb-7,B1,#-lick
71.6285714286,0.126530612245,4,2,55,2,2,0.287777777778,"""4/4""",68,12,0,2,Gb-7,B1,#-lick
71.8612244898,0.110204081633,4,2,55,3,2,0.300034013605,"""4/4""",66,12,0,2,Gb-7,B1,#-lick
72.1714285714,0.114285714286,4,3,55,4,2,0.300034013605,"""4/4""",65,12,0,2,Gb-7,B1,#-lick
72.2857142857,0.069387755102,4,3,55,4,3,0.300034013605,"""4/4""",61,12,0,2,Gb-7,B1,#-lick
72.5183673469,0.163265306122,4,2,56,1,2,0.290816326531,"""4/4""",63,12,0,2,Ab7,B1,#-lick
72.706122449,0.159183673469,4,1,56,2,1,0.290816326531,"""4/4""",65,12,0,2,Ab7,B1,#-lick
72.9387755102,0.14693877551,4,2,56,3,1,0.29112244898,"""4/4""",61,12,0,2,Ab7,B1,#-lick
73.0857142857,0.110204081633,4,2,56,3,2,0.29112244898,"""4/4""",63,12,0,2,Ab7,B1,#-lick
73.2816326531,0.204081632653,4,1,56,4,1,0.29112244898,"""4/4""",65,12,0,2,Ab7,B1,#-lick
73.5102040816,0.0897959183673,4,4,57,1,1,0.284897959184,"""4/4""",61,12,0,2,Fm7b5,A3,#-lick
73.7346938776,0.142857142857,4,4,57,1,4,0.284897959184,"""4/4""",59,12,0,2,Fm7b5,A3,lick
73.9346938776,0.0775510204082,4,2,57,2,2,0.284897959184,"""4/4""",56,12,0,2,Fm7b5,A3,lick
74.0979591837,0.171428571429,4,2,57,3,1,0.297891156463,"""4/4""",59,12,0,2,Fm7b5,A3,lick
74.2693877551,0.0857142857143,4,2,57,3,2,0.297891156463,"""4/4""",56,12,0,2,Fm7b5,A3,lick
74.4897959184,0.179591836735,4,2,57,4,2,0.297891156463,"""4/4""",59,12,0,2,Fm7b5,A3,lick
74.6775510204,0.142857142857,4,2,58,1,1,0.283605442177,"""4/4""",56,12,0,2,Bb79b,A3,lick
74.8489795918,0.359183673469,4,2,58,1,2,0.283605442177,"""4/4""",58,12,0,2,Bb79b,A3,lick
75.8244897959,0.0489795918367,4,4,59,1,1,0.294081632653,"""4/4""",69,13,1,2,Eb-7,A3,rhythm_mi
75.8979591837,0.0367346938776,4,4,59,1,2,0.294081632653,"""4/4""",71,13,0,2,Eb-7,A3,rhythm_mi
75.9714285714,0.0244897959184,4,4,59,1,3,0.294081632653,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.0244897959,0.0571428571429,4,4,59,1,4,0.294081632653,"""4/4""",66,13,0,2,Eb-7,A3,rhythm_mi
76.1306122449,0.0571428571429,4,4,59,2,1,0.294081632653,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.2040816327,0.0367346938776,4,4,59,2,2,0.294081632653,"""4/4""",71,13,0,2,Eb-7,A3,rhythm_mi
76.2653061224,0.0367346938776,4,4,59,2,3,0.294081632653,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.3239909297,0.0522448979592,4,4,59,2,4,0.294081632653,"""4/4""",66,13,0,2,Eb-7,A3,rhythm_mi
76.4081632653,0.0551473922902,4,4,59,3,1,0.288911564626,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.4662131519,0.0609523809524,4,4,59,3,2,0.288911564626,"""4/4""",71,13,0,2,Eb-7,A3,rhythm_mi
76.5300680272,0.043537414966,4,4,59,3,3,0.288911564626,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.6026303855,0.0667573696145,4,4,59,3,4,0.288911564626,"""4/4""",66,13,0,2,Eb-7,A3,rhythm_mi
76.7274376417,0.043537414966,4,6,59,4,2,0.288911564626,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.7796825397,0.0348299319728,4,6,59,4,3,0.288911564626,"""4/4""",71,13,0,2,Eb-7,A3,rhythm_mi
76.8377324263,0.0609523809524,4,6,59,4,4,0.288911564626,"""4/4""",69,13,0,2,Eb-7,A3,rhythm_mi
76.9102947846,0.0725623582766,4,6,59,4,6,0.288911564626,"""4/4""",66,13,0,2,Eb-7,A3,rhythm_mi
77.0176870748,0.203174603175,4,1,60,1,1,0.296054421769,"""4/4""",69,13,0,2,Ab7,A3,rhythm_mi
77.2408163265,0.0979591836735,4,2,60,2,1,0.296054421769,"""4/4""",66,13,0,2,Ab7,A3,rhythm_mi
77.3601814059,0.153832199546,4,2,60,2,2,0.296054421769,"""4/4""",70,13,0,2,Ab7,A3,rhythm_mi
78.44861678,0.16253968254,4,2,61,2,1,0.292585034014,"""4/4""",67,14,1,2,Dbo7,A3,line_w
78.6227664399,0.133514739229,4,2,61,2,2,0.292585034014,"""4/4""",70,14,0,2,Dbo7,A3,line_w
78.7649886621,0.13641723356,4,2,61,3,1,0.300408163265,"""4/4""",67,14,0,2,Dbo7,A3,line_w
78.9246258503,0.0986848072562,4,2,61,3,2,0.300408163265,"""4/4""",65,14,0,2,Dbo7,A3,line_w
79.0291156463,0.19156462585,4,2,61,4,1,0.300408163265,"""4/4""",63,14,0,2,Dbo7,A3,line_w
79.2206802721,0.104489795918,4,2,61,4,2,0.300408163265,"""4/4""",58,14,0,2,Dbo7,A3,line_w
79.3570975057,0.119002267574,4,2,62,1,1,0.291700680272,"""4/4""",56,14,0,2,Db6,A3,line_w
79.5022222222,0.121904761905,4,2,62,1,2,0.291700680272,"""4/4""",58,14,0,2,Db6,A3,line_w
79.6560544218,0.168344671202,4,1,62,2,1,0.291700680272,"""4/4""",60,14,0,2,Db6,A3,line_w
79.9637188209,0.124807256236,4,2,62,3,1,0.287346938776,"""4/4""",63,14,0,2,Db6,A3,line_w
80.1291609977,0.089977324263,4,2,62,3,2,0.287346938776,"""4/4""",60,14,0,2,Db6,A3,line_w
80.2307482993,0.121904761905,4,2,62,4,1,0.287346938775,"""4/4""",61,14,0,2,Db6,A3,line_w
80.3671655329,0.16253968254,4,2,62,4,2,0.287346938775,"""4/4""",63,14,0,2,Db6,A3,line_w
80.5674376417,0.101587301587,4,2,63,1,1,0.278639455782,"""4/4""",65,14,0,2,Dbo7,A3,line_w
80.7038548753,0.0957823129252,4,2,63,1,2,0.278639455782,"""4/4""",67,14,0,2,Dbo7,A3,line_w
80.8170521542,0.142222222222,4,2,63,2,1,0.278639455782,"""4/4""",70,14,0,2,Dbo7,A3,line_w
80.9650793651,0.113197278912,4,2,63,2,2,0.278639455782,"""4/4""",75,14,0,2,Dbo7,A3,~lick
81.0797278912,0.049387755102,4,4,63,3,1,0.295170068027,"""4/4""",77,14,0,2,Dbo7,A3,~lick
81.1406802721,0.395464852608,4,4,63,3,2,0.295170068027,"""4/4""",79,14,0,2,Dbo7,A3,~lick
81.5484807256,0.54566893424,4,2,63,4,2,0.295170068027,"""4/4""",80,14,0,2,Dbo7,A3,~lick
83.8472562358,0.0783673469388,4,2,65,4,2,0.278639455782,"""4/4""",53,15,1,3,Fm7b5,A1,lick
83.9401360544,0.089977324263,4,3,66,1,1,0.269931972789,"""4/4""",56,15,0,3,Fm7b5,A1,lick
84.0301133787,0.0754648526077,4,3,66,1,2,0.269931972789,"""4/4""",53,15,0,3,Bb79b,A1,lick
84.11138322,0.11029478458,4,3,66,1,3,0.269931972789,"""4/4""",56,15,0,3,Bb79b,A1,lick
84.2390929705,0.0928798185941,4,3,66,2,1,0.269931972789,"""4/4""",61,15,0,3,Bb79b,A1,lick
84.3435827664,0.0725623582766,4,3,66,2,2,0.269931972789,"""4/4""",58,15,0,3,Bb79b,A1,lick
84.4161451247,0.087074829932,4,3,66,2,3,0.269931972789,"""4/4""",61,15,0,3,Bb79b,A1,lick
84.532244898,0.0754648526077,4,3,66,3,1,0.277823129252,"""4/4""",65,15,0,3,Bb79b,A1,lick
84.6309297052,0.043537414966,4,3,66,3,2,0.277823129252,"""4/4""",61,15,0,3,Bb79b,A1,lick
84.6918820862,0.089977324263,4,3,66,3,3,0.277823129252,"""4/4""",65,15,0,3,Bb79b,A1,lick
84.8050793651,0.0783673469388,4,3,66,4,1,0.277823129252,"""4/4""",68,15,0,3,Bb79b,A1,lick
84.8979591837,0.0580498866213,4,3,66,4,2,0.277823129252,"""4/4""",65,15,0,3,Bb79b,A1,lick
84.9589115646,0.089977324263,4,3,66,4,3,0.277823129252,"""4/4""",68,15,0,3,Bb79b,A1,lick
85.0808163265,0.339591836735,4,1,67,1,1,0.279455782313,"""4/4""",66,15,0,3,Eb-7,A1,lick
86.2185941043,0.107392290249,4,1,68,1,1,0.291655328798,"""4/4""",66,16,1,3,Ab7,A1,lick
86.4624036281,0.139319727891,4,1,68,2,1,0.291655328798,"""4/4""",70,16,0,3,Ab7,A1,lick
86.7468480726,0.127709750567,4,1,68,3,1,0.290510204082,"""4/4""",68,16,0,3,Ab7,A1,lick
87.3418594104,0.168344671202,4,1,69,1,1,0.274285714286,"""4/4""",72,16,0,3,Ab7,A1,lick
87.9223582766,0.127709750567,4,2,69,3,1,0.287346938776,"""4/4""",69,16,0,3,Dbo7,A1,lick
88.0907029478,0.145124716553,4,2,69,3,2,0.287346938776,"""4/4""",67,16,0,3,Dbo7,A1,lick
88.4912471655,0.139319727891,4,2,70,1,1,0.287346938776,"""4/4""",65,16,0,3,Db6,A1,lick
88.6367346939,0.126530612245,4,2,70,1,2,0.287346938776,"""4/4""",60,16,0,3,Db6,A1,lick
88.7714285714,0.163265306122,4,4,70,2,1,0.287346938776,"""4/4""",57,16,0,3,Db6,A1,lick
88.9387755102,0.0775510204082,4,4,70,2,3,0.287346938776,"""4/4""",53,16,0,3,Db6,A1,lick
89.0163265306,0.2,4,4,70,2,4,0.287346938776,"""4/4""",61,16,0,3,Db6,A1,lick
89.4979591837,0.0979591836735,4,2,70,4,2,0.291700680272,"""4/4""",62,16,0,3,Db6,A1,line_w
89.6163265306,0.187755102041,4,3,71,1,1,0.278639455782,"""4/4""",63,16,0,3,Db6,A1,line_w
89.8081632653,0.0897959183673,4,3,71,1,3,0.278639455782,"""4/4""",61,16,0,3,Db-7,A1,line_w
89.906122449,0.159183673469,4,3,71,2,1,0.278639455782,"""4/4""",63,16,0,3,Db-7,A1,line_w
90.1020408163,0.0734693877551,4,3,71,2,3,0.278639455782,"""4/4""",62,16,0,3,Db-7,A1,line_w
90.1755102041,0.130612244898,4,2,71,3,1,0.287346938776,"""4/4""",64,16,0,3,Db-7,A1,line_w
90.3306122449,0.110204081633,4,2,71,3,2,0.287346938776,"""4/4""",61,16,0,3,Db-7,A1,line_w
90.4571428571,0.126530612245,4,2,71,4,1,0.287346938776,"""4/4""",57,16,0,3,Db-7,A1,line_w
90.6010204082,0.130612244898,4,2,71,4,2,0.287346938776,"""4/4""",54,16,0,3,Db-7,A1,line_w
90.7387755102,0.167346938776,4,2,72,1,1,0.271700680272,"""4/4""",59,16,0,3,Db-7,A1,line_w
90.9265306122,0.0816326530612,4,2,72,1,2,0.271700680272,"""4/4""",55,16,0,3,Gb7,A1,line_w
91.0326530612,0.110204081633,4,2,72,2,1,0.271700680272,"""4/4""",56,16,0,3,Gb7,A1,line_w
91.1918367347,0.0938775510204,4,2,72,2,2,0.271700680272,"""4/4""",58,16,0,3,Gb7,A1,line_w
91.3265306122,0.102040816327,4,2,72,3,1,0.2829138322,"""4/4""",59,16,0,3,Gb7,A1,line_w
91.4693877551,0.122448979592,4,2,72,3,2,0.2829138322,"""4/4""",64,16,0,3,Gb7,A1,line_w
91.6163265306,0.110204081633,4,2,72,4,1,0.2829138322,"""4/4""",65,16,0,3,Gb7,A1,line_w
91.7551020408,0.0938775510204,4,2,72,4,2,0.2829138322,"""4/4""",67,16,0,3,Gb7,A1,line_w
91.9020408163,0.0857142857143,4,2,73,1,1,0.275498866213,"""4/4""",68,16,0,3,Fm7b5,A2,line_w
92.0326530612,0.0938775510204,4,2,73,1,2,0.275498866213,"""4/4""",70,16,0,3,Fm7b5,A2,line_w
92.1673469388,0.0979591836735,4,2,73,2,1,0.275498866213,"""4/4""",71,16,0,3,Fm7b5,A2,line_w
92.3183673469,0.118367346939,4,2,73,2,2,0.275498866213,"""4/4""",70,16,0,3,Fm7b5,A2,line_w
92.4530612245,0.122448979592,4,2,73,3,1,0.281179138322,"""4/4""",66,16,0,3,Fm7b5,A2,line_w
92.5755102041,0.114285714286,4,2,73,3,2,0.281179138322,"""4/4""",62,16,0,3,Fm7b5,A2,line_w
92.7102040816,0.163265306122,4,4,73,4,1,0.281179138322,"""4/4""",63,16,0,3,Fm7b5,A2,line_w
92.9183673469,0.232653061224,4,4,73,4,4,0.281179138322,"""4/4""",67,16,0,3,Fm7b5,A2,line_w
93.1836734694,0.110204081633,4,2,74,1,2,0.290249433107,"""4/4""",65,16,0,3,Bb79b,A2,line_w
93.306122449,0.118367346939,4,2,74,2,1,0.290249433107,"""4/4""",63,16,0,3,Bb79b,A2,line_w
93.4775510204,0.069387755102,4,2,74,2,2,0.290249433107,"""4/4""",58,16,0,3,Bb79b,A2,line_w
93.5469387755,0.187755102041,4,6,74,3,1,0.288038548753,"""4/4""",54,16,0,3,Bb79b,A2,line_w
93.7591836735,0.0612244897959,4,6,74,3,5,0.288038548753,"""4/4""",58,16,0,3,Bb79b,A2,line_w
93.8244897959,0.183673469388,4,6,74,3,6,0.288038548753,"""4/4""",61,16,0,3,Bb79b,A2,line_w
94.0653061224,0.0448979591837,4,6,74,4,5,0.288038548753,"""4/4""",58,16,0,3,Bb79b,A2,line_w
94.1142857143,0.314285714286,4,6,74,4,6,0.288038548753,"""4/4""",60,16,0,3,Bb79b,A2,line_w
95.2285714286,0.130612244898,4,4,75,4,4,0.285260770975,"""4/4""",63,17,1,3,Eb-7,A2,lick
95.3632653061,0.0571428571429,4,4,76,1,2,0.273469387755,"""4/4""",61,17,0,3,Ab7,A2,lick
95.4361904762,0.065306122449,4,4,76,1,3,0.273469387755,"""4/4""",58,17,0,3,Ab7,A2,lick
95.5183673469,0.0857142857143,4,4,76,1,4,0.273469387755,"""4/4""",56,17,0,3,Ab7,A2,lick
95.6979591837,0.0938775510204,4,2,76,2,2,0.273469387755,"""4/4""",63,17,0,3,Ab7,A2,lick
95.7959183673,0.0489795918367,4,4,76,3,1,0.273344671202,"""4/4""",61,17,0,3,Ab7,A2,lick
95.8571428571,0.0489795918367,4,4,76,3,2,0.273344671202,"""4/4""",59,17,0,3,Ab7,A2,lick
95.9387755102,0.0816326530612,4,4,76,3,3,0.273344671202,"""4/4""",56,17,0,3,Ab7,A2,lick
96.0489795918,0.187755102041,4,4,76,3,4,0.273344671202,"""4/4""",63,17,0,3,Ab7,A2,lick
96.2612244898,0.114285714286,4,2,76,4,2,0.273344671202,"""4/4""",60,17,0,3,Ab7,A2,lick
96.387755102,0.0979591836735,4,4,77,1,1,0.277290249433,"""4/4""",58,17,0,3,Dbo7,A2,lick
96.5102040816,0.0612244897959,4,4,77,1,3,0.277290249433,"""4/4""",56,17,0,3,Dbo7,A2,lick
96.6040816327,0.232653061224,4,4,77,1,4,0.277290249433,"""4/4""",60,17,0,3,Dbo7,A2,lick
96.9551020408,0.10612244898,4,1,77,3,1,0.283560090703,"""4/4""",56,17,0,3,Dbo7,A2,lick
97.2,0.195918367347,4,1,77,4,1,0.283560090703,"""4/4""",60,17,0,3,Dbo7,A2,lick
97.5255102041,0.0540816326531,4,4,78,1,1,0.276609977324,"""4/4""",58,17,0,3,Db6,A2,lick
97.5857142857,0.05,4,4,78,1,2,0.276609977324,"""4/4""",58,17,0,3,Db6,A2,lick
97.7224489796,0.212244897959,4,4,78,1,4,0.276609977324,"""4/4""",61,17,0,3,Db6,A2,lick
97.9649886621,0.0522448979592,4,6,78,2,5,0.276609977324,"""4/4""",58,17,0,3,Db6,A2,lick
98.0172335601,0.208979591837,4,6,78,2,6,0.276609977324,"""4/4""",60,17,0,3,Db6,A2,lick
98.2436281179,0.0638548752835,4,2,78,3,2,0.271303854875,"""4/4""",58,17,0,3,Db6,A2,lick
98.3074829932,0.174149659864,4,4,78,4,1,0.271303854875,"""4/4""",63,17,0,3,Db6,A2,lick
98.5106575964,0.0580498866213,4,4,78,4,4,0.271303854875,"""4/4""",58,17,0,3,Db6,A2,lick
98.586122449,0.226394557823,4,1,79,1,1,0.284217687075,"""4/4""",65,17,0,3,Db6,A2,lick
99.2285714286,0.0979591836735,4,4,79,3,2,0.281621315193,"""4/4""",66,18,1,3,Ab-7,A2,lick
99.3632653061,0.102040816327,4,4,79,3,4,0.281621315193,"""4/4""",66,18,0,3,Ab-7,A2,lick
99.4816326531,0.122448979592,4,2,79,4,1,0.281621315193,"""4/4""",65,18,0,3,Ab-7,A2,lick
99.6194104308,0.116099773243,4,2,79,4,2,0.281621315193,"""4/4""",63,18,0,3,Ab-7,A2,lick
99.7819501134,0.116099773243,4,4,80,1,2,0.279943310658,"""4/4""",61,18,0,3,Db7,A2,lick
99.9328798186,0.0696598639456,4,4,80,1,4,0.279943310658,"""4/4""",63,18,0,3,Db7,A2,lick
100.008163265,0.126530612245,4,3,80,2,1,0.279943310658,"""4/4""",65,18,0,3,Db7,A2,lick
100.2,0.065306122449,4,3,80,2,3,0.279943310658,"""4/4""",70,18,0,3,Db7,A2,lick
100.318367347,0.167346938776,4,2,80,3,1,0.275510204082,"""4/4""",73,18,0,3,Db7,A2,lick
100.485714286,0.0857142857143,4,2,80,3,2,0.275510204082,"""4/4""",70,18,0,3,Db7,A2,lick
100.746938776,0.114285714286,4,2,80,4,2,0.275510204082,"""4/4""",70,18,0,3,Db7,A2,lick
101.024489796,0.134693877551,4,2,81,1,2,0.277551020408,"""4/4""",68,18,0,3,Gm7b5,B1,lick
101.281632653,0.122448979592,4,2,81,2,2,0.277551020408,"""4/4""",70,18,0,3,Gm7b5,B1,lick
101.583673469,0.114285714286,4,2,81,3,2,0.287755102041,"""4/4""",68,18,0,3,Gm7b5,B1,lick
101.844897959,0.10612244898,4,2,81,4,2,0.287755102041,"""4/4""",69,18,0,3,Gm7b5,B1,lick
102.12244898,0.0979591836735,4,2,82,1,2,0.273469387755,"""4/4""",72,18,0,3,C79b,B1,lick
102.432653061,0.0979591836735,4,2,82,2,2,0.273469387755,"""4/4""",70,18,0,3,C79b,B1,lick
102.673469388,0.110204081633,4,2,82,3,2,0.275510204082,"""4/4""",72,18,0,3,C79b,B1,lick
102.975510204,0.110204081633,4,2,82,4,2,0.275510204082,"""4/4""",72,18,0,3,C79b,B1,lick
103.248979592,0.0734693877551,4,2,83,1,2,0.273469387755,"""4/4""",69,18,0,3,Fj7,B1,lick
103.620408163,0.130612244898,4,4,83,3,1,0.283673469388,"""4/4""",72,18,0,3,Fj7,B1,#lick
103.832653061,0.0530612244898,4,4,83,3,4,0.283673469388,"""4/4""",65,18,0,3,Fj7,B1,#lick
103.942857143,0.110204081633,4,1,83,4,1,0.283673469388,"""4/4""",69,18,0,3,Fj7,B1,#lick
104.187755102,0.130612244898,4,1,84,1,1,0.288151927438,"""4/4""",69,18,0,3,Fj7,B1,#lick
104.465306122,0.110204081633,4,1,84,2,1,0.288151927438,"""4/4""",72,18,0,3,Fj7,B1,#lick
104.902040816,0.102040816327,4,2,84,3,2,0.266882086168,"""4/4""",69,18,0,3,Fj7,B1,#lick
105.183673469,0.122448979592,4,2,84,4,2,0.266882086168,"""4/4""",69,18,0,3,Fj7,B1,#lick
105.465306122,0.138775510204,4,2,85,1,2,0.29,"""4/4""",71,18,0,3,Abm7b5,B1,#lick
105.759183673,0.0857142857143,4,2,85,2,2,0.29,"""4/4""",68,18,0,3,Abm7b5,B1,#lick
106.016326531,0.151020408163,4,2,85,3,2,0.26552154195,"""4/4""",71,18,0,3,Abm7b5,B1,#lick
106.302040816,0.0979591836735,4,2,85,4,2,0.26552154195,"""4/4""",69,18,0,3,Abm7b5,B1,#lick
106.571428571,0.130612244898,4,2,86,1,2,0.269047619048,"""4/4""",68,18,0,3,Db79b,B1,#lick
106.840816327,0.122448979592,4,2,86,2,2,0.269047619048,"""4/4""",71,18,0,3,Db79b,B1,#lick
107.130612245,0.0897959183673,4,2,86,3,2,0.263253968254,"""4/4""",69,18,0,3,Db79b,B1,#lick
107.408163265,0.0897959183673,4,4,86,4,4,0.263253968254,"""4/4""",68,18,0,3,Db79b,B1,#lick
107.67755102,0.0938775510204,4,4,87,1,4,0.285714285714,"""4/4""",64,18,0,3,Gb-7,B1,#lick
107.959183673,0.0775510204082,4,2,87,2,2,0.285714285714,"""4/4""",66,18,0,3,Gb-7,B1,#lick
